Sample Name	Characteristics[organism part]	Term Source REF	Term Accession Number	Protocol REF	Parameter Value[collection environment]	Term Source REF	Term Accession Number	Parameter Value[storage environment]	Term Source REF	Term Accession Number	Sample Name	Protocol REF	Parameter Value[quantity of tissue]	Unit	Term Source REF	Term Accession Number	Parameter Value[sample volume]	Unit	Term Source REF	Term Accession Number	Extract Name	Characteristics[RNA concentration]	Unit	Term Source REF	Term Accession Number	Characteristics[RNA integrity number]	Term Source REF	Term Accession Number	Characteristics[260nm/280nm ratio]	Term Source REF	Term Accession Number	Protocol REF	Parameter Value[labeling kit lot number]	Term Source REF	Term Accession Number	Parameter Value[amount of cRNA]	Unit	Term Source REF	Term Accession Number	Labeled Extract Name	Label	Term Source REF	Term Accession Number	Characteristics[labeled RNA quality control]	Term Source REF	Term Accession Number	Protocol REF	Parameter Value[amount of labeled probe]	Unit	Term Source REF	Term Accession Number	Parameter Value[chip lot number]	Term Source REF	Term Accession Number	Parameter Value[chip expiration date]	Term Source REF	Term Accession Number	Parameter Value[staining lot number]	Term Source REF	Term Accession Number	Parameter Value[staining duration]	Unit	Term Source REF	Term Accession Number	Hybridization Assay Name	Array Design REF	Comment[array expression accession number]	Protocol REF	Parameter Value[scanner model]	Term Source REF	Term Accession Number	Parameter Value[scanner version]	Term Source REF	Term Accession Number	Parameter Value[scanner speed]	Term Source REF	Term Accession Number	Parameter Value[number of pixel per row]	Term Source REF	Term Accession Number	Date	Scan Name	Array Data File	Protocol REF	Normalization Name	Derived Array Data File	Protocol REF	Data Transformation Name	Derived Array Data File	Protocol REF	Data Transformation Name	Derived Array Data Matrix File	Factor Value[compound]	Term Source REF	Term Accession Number	Factor Value[dose]	Term Source REF	Term Accession Number	Factor Value[duration of exposure]	Unit	Term Source REF	Term Accession Number
FP001RO_A38_S26	left kidney	FMA	7205	aliquoting	liquid nitrogen			store below -70 degree C			FP001RO_A38_S26_Q1	mRNA extraction	100	mg	UO	22		ml	UO	98	1621	60.3856	ug	UO	23	7.2			2.05			labeling	567402			5	ug	UO	23	1621-biotin-labeled	biotin	CHEBI	15956	2.04			hybridization	10	ug	UO	23	47452A			2007-02-18T00.00.00.0 UTC			4018113			960	min	UO	31	d22834bm	RAE230A	A-AFFY-25	scanning	3000			1			30			6301			2006-07-19T00.00.00.0 UTC	d22834bm_1	transcriptome/d22834bm.CEL	MAS5 normalization	MAS5_all	transcriptome/FP001RO_AllData_MAS5.abs	RMA normalization	RMA_Left Kidney	transcriptome/FP001RO_Kidney_RMA_DataMatrix.txt	ttest-anova	ANOVA_Left Kidney	transcriptome/FP001RO_kidney_tx_merged_final.txt	FP001RO			low dose			15	day	UO	33
FP001RO_A40_S26	left kidney	FMA	7205	aliquoting	liquid nitrogen			store below -70 degree C			FP001RO_A40_S26_Q1	mRNA extraction	100	mg	UO	22		ml	UO	98	1622	66.81825	ug	UO	23	7			2.04			labeling	567402			5	ug	UO	23	1622-biotin-labeled	biotin	CHEBI	15956	2.01			hybridization	10	ug	UO	23	47452A			2007-02-18T00.00.00.0 UTC			4018113			960	min	UO	31	d22835-2bm	RAE230A	A-AFFY-25	scanning	3000			1			30			6377			2006-11-02T00.00.00.0 UTC	d22835-2bm_1	transcriptome/d22835-2bm.CEL	MAS5 normalization	MAS5_all	transcriptome/FP001RO_AllData_MAS5.abs	RMA normalization	RMA_Left Kidney	transcriptome/FP001RO_Kidney_RMA_DataMatrix.txt	ttest-anova	ANOVA_Left Kidney	transcriptome/FP001RO_kidney_tx_merged_final.txt	FP001RO			low dose			15	day	UO	33
FP001RO_A42_S26	left kidney	FMA	7205	aliquoting	liquid nitrogen			store below -70 degree C			FP001RO_A42_S26_Q1	mRNA extraction	100	mg	UO	22		ml	UO	98	1623	62.3475	ug	UO	23	7.5			2.05			labeling	567402			5	ug	UO	23	1623-biotin-labeled	biotin	CHEBI	15956	2.04			hybridization	10	ug	UO	23	47452A			2007-02-18T00.00.00.0 UTC			4018113			960	min	UO	31	d22836bm	RAE230A	A-AFFY-25	scanning	3000			1			30			6357			2006-07-19T00.00.00.0 UTC	d22836bm_1	transcriptome/d22836bm.CEL	MAS5 normalization	MAS5_all	transcriptome/FP001RO_AllData_MAS5.abs	RMA normalization	RMA_Left Kidney	transcriptome/FP001RO_Kidney_RMA_DataMatrix.txt	ttest-anova	ANOVA_Left Kidney	transcriptome/FP001RO_kidney_tx_merged_final.txt	FP001RO			high dose			15	day	UO	33
FP001RO_A44_S26	left kidney	FMA	7205	aliquoting	liquid nitrogen			store below -70 degree C			FP001RO_A44_S26_Q1	mRNA extraction	100	mg	UO	22		ml	UO	98	1624	40.6511	ug	UO	23	7			2.06			labeling	567402			5	ug	UO	23	1624-biotin-labeled	biotin	CHEBI	15956	2			hybridization	10	ug	UO	23	47452A			2007-02-18T00.00.00.0 UTC			4018113			960	min	UO	31	d22837bm	RAE230A	A-AFFY-25	scanning	3000			1			30			6325			2006-07-19T00.00.00.0 UTC	d22837bm_1	transcriptome/d22837bm.CEL	MAS5 normalization	MAS5_all	transcriptome/FP001RO_AllData_MAS5.abs	RMA normalization	RMA_Left Kidney	transcriptome/FP001RO_Kidney_RMA_DataMatrix.txt	ttest-anova	ANOVA_Left Kidney	transcriptome/FP001RO_kidney_tx_merged_final.txt	FP001RO			high dose			15	day	UO	33
FP001RO_A1_S9	liver left lateral lobe	FMA	14501	aliquoting	liquid nitrogen			store below -70 degree C			FP001RO_A1_S9_Q1	mRNA extraction	100	mg	UO	22		ml	UO	98	1625	167.4794	ug	UO	23	7.8			2.06			labeling	567402			5	ug	UO	23	1625-biotin-labeled	biotin	CHEBI	15956	1.98			hybridization	10	ug	UO	23	44404A			2007-02-18T00.00.00.0 UTC			4018113			960	min	UO	31	d22676bm	RAE230A	A-AFFY-25	scanning	3000			1			30			6304			2006-07-13T00.00.00.0 UTC	d22676bm_1	transcriptome/d22676bm.CEL	MAS5 normalization	MAS5_all	transcriptome/FP001RO_AllData_MAS5.abs	RMA normalization	RMA_Liver Left Lateral Lobe	transcriptome/FP001RO_Liver_RMA_DataMatrix.txt	ttest-anova	ANOVA_Liver Left Lateral Lobe	transcriptome/FP001RO_liver_tx_merged_final.txt	vehicle			no dose			2	day	UO	33
FP001RO_A3_S9	liver left lateral lobe	FMA	14501	aliquoting	liquid nitrogen			store below -70 degree C			FP001RO_A3_S9_Q1	mRNA extraction	100	mg	UO	22		ml	UO	98	1626	199.595	ug	UO	23	8.3			2.06			labeling	567402			5	ug	UO	23	1626-biotin-labeled	biotin	CHEBI	15956	1.99			hybridization	10	ug	UO	23	44404A			2007-02-18T00.00.00.0 UTC			4018113			960	min	UO	31	d22677bm	RAE230A	A-AFFY-25	scanning	3000			1			30			6291			2006-07-13T00.00.00.0 UTC	d22677bm_1	transcriptome/d22677bm.CEL	MAS5 normalization	MAS5_all	transcriptome/FP001RO_AllData_MAS5.abs	RMA normalization	RMA_Liver Left Lateral Lobe	transcriptome/FP001RO_Liver_RMA_DataMatrix.txt	ttest-anova	ANOVA_Liver Left Lateral Lobe	transcriptome/FP001RO_liver_tx_merged_final.txt	vehicle			no dose			2	day	UO	33
FP001RO_A5_S9	liver left lateral lobe	FMA	14501	aliquoting	liquid nitrogen			store below -70 degree C			FP001RO_A5_S9_Q1	mRNA extraction	100	mg	UO	22		ml	UO	98	1627	180.4374	ug	UO	23	8.2			2.05			labeling	567402			5	ug	UO	23	1627-biotin-labeled	biotin	CHEBI	15956	1.97			hybridization	10	ug	UO	23	44404A			2007-02-18T00.00.00.0 UTC			4018113			960	min	UO	31	d22678bm	RAE230A	A-AFFY-25	scanning	3000			1			30			6300			2006-07-13T00.00.00.0 UTC	d22678bm_1	transcriptome/d22678bm.CEL	MAS5 normalization	MAS5_all	transcriptome/FP001RO_AllData_MAS5.abs	RMA normalization	RMA_Liver Left Lateral Lobe	transcriptome/FP001RO_Liver_RMA_DataMatrix.txt	ttest-anova	ANOVA_Liver Left Lateral Lobe	transcriptome/FP001RO_liver_tx_merged_final.txt	vehicle			no dose			2	day	UO	33
FP001RO_A7_S9	liver left lateral lobe	FMA	14501	aliquoting	liquid nitrogen			store below -70 degree C			FP001RO_A7_S9_Q1	mRNA extraction	100	mg	UO	22		ml	UO	98	1628	208.0276	ug	UO	23	8			2.06			labeling	567402			5	ug	UO	23	1628-biotin-labeled	biotin	CHEBI	15956	1.97			hybridization	10	ug	UO	23	44404A			2007-02-18T00.00.00.0 UTC			4018113			960	min	UO	31	d22679bm	RAE230A	A-AFFY-25	scanning	3000			1			30			6298			2006-07-13T00.00.00.0 UTC	d22679bm_1	transcriptome/d22679bm.CEL	MAS5 normalization	MAS5_all	transcriptome/FP001RO_AllData_MAS5.abs	RMA normalization	RMA_Liver Left Lateral Lobe	transcriptome/FP001RO_Liver_RMA_DataMatrix.txt	ttest-anova	ANOVA_Liver Left Lateral Lobe	transcriptome/FP001RO_liver_tx_merged_final.txt	FP001RO			low dose			2	day	UO	33
FP001RO_A9_S9	liver left lateral lobe	FMA	14501	aliquoting	liquid nitrogen			store below -70 degree C			FP001RO_A9_S9_Q1	mRNA extraction	100	mg	UO	22		ml	UO	98	1629	196.4402	ug	UO	23	8.7			2.06			labeling	567402			5	ug	UO	23	1629-biotin-labeled	biotin	CHEBI	15956	1.97			hybridization	10	ug	UO	23	44404A			2007-02-18T00.00.00.0 UTC			4018113			960	min	UO	31	d22680bm	RAE230A	A-AFFY-25	scanning	3000			1			30			6282			2006-07-13T00.00.00.0 UTC	d22680bm_1	transcriptome/d22680bm.CEL	MAS5 normalization	MAS5_all	transcriptome/FP001RO_AllData_MAS5.abs	RMA normalization	RMA_Liver Left Lateral Lobe	transcriptome/FP001RO_Liver_RMA_DataMatrix.txt	ttest-anova	ANOVA_Liver Left Lateral Lobe	transcriptome/FP001RO_liver_tx_merged_final.txt	FP001RO			low dose			2	day	UO	33
FP001RO_A11_S9	liver left lateral lobe	FMA	14501	aliquoting	liquid nitrogen			store below -70 degree C			FP001RO_A11_S9_Q1	mRNA extraction	100	mg	UO	22		ml	UO	98	1630	104.638	ug	UO	23	8.6			2.04			labeling	567402			5	ug	UO	23	1630-biotin-labeled	biotin	CHEBI	15956	1.95			hybridization	10	ug	UO	23	44404A			2007-02-18T00.00.00.0 UTC			4018113			960	min	UO	31	d22681bm	RAE230A	A-AFFY-25	scanning	3000			1			30			6234			2006-07-13T00.00.00.0 UTC	d22681bm_1	transcriptome/d22681bm.CEL	MAS5 normalization	MAS5_all	transcriptome/FP001RO_AllData_MAS5.abs	RMA normalization	RMA_Liver Left Lateral Lobe	transcriptome/FP001RO_Liver_RMA_DataMatrix.txt	ttest-anova	ANOVA_Liver Left Lateral Lobe	transcriptome/FP001RO_liver_tx_merged_final.txt	FP001RO			high dose			2	day	UO	33
FP001RO_A13_S9	liver left lateral lobe	FMA	14501	aliquoting	liquid nitrogen			store below -70 degree C			FP001RO_A13_S9_Q1	mRNA extraction	100	mg	UO	22		ml	UO	98	1631	123.2858	ug	UO	23	8.8			2.04			labeling	567402			5	ug	UO	23	1631-biotin-labeled	biotin	CHEBI	15956	1.99			hybridization	10	ug	UO	23	44404A			2007-02-18T00.00.00.0 UTC			4018113			960	min	UO	31	d22682bm	RAE230A	A-AFFY-25	scanning	3000			1			30			6325			2006-07-13T00.00.00.0 UTC	d22682bm_1	transcriptome/d22682bm.CEL	MAS5 normalization	MAS5_all	transcriptome/FP001RO_AllData_MAS5.abs	RMA normalization	RMA_Liver Left Lateral Lobe	transcriptome/FP001RO_Liver_RMA_DataMatrix.txt	ttest-anova	ANOVA_Liver Left Lateral Lobe	transcriptome/FP001RO_liver_tx_merged_final.txt	FP001RO			high dose			2	day	UO	33
FP001RO_A15_S9	liver left lateral lobe	FMA	14501	aliquoting	liquid nitrogen			store below -70 degree C			FP001RO_A15_S9_Q1	mRNA extraction	100	mg	UO	22		ml	UO	98	1632	149.0192	ug	UO	23	8.7			2.04			labeling	567402			5	ug	UO	23	1632-biotin-labeled	biotin	CHEBI	15956	1.96			hybridization	10	ug	UO	23	44404A			2007-02-18T00.00.00.0 UTC			4018113			960	min	UO	31	d22683bm	RAE230A	A-AFFY-25	scanning	3000			1			30			6319			2006-07-13T00.00.00.0 UTC	d22683bm_1	transcriptome/d22683bm.CEL	MAS5 normalization	MAS5_all	transcriptome/FP001RO_AllData_MAS5.abs	RMA normalization	RMA_Liver Left Lateral Lobe	transcriptome/FP001RO_Liver_RMA_DataMatrix.txt	ttest-anova	ANOVA_Liver Left Lateral Lobe	transcriptome/FP001RO_liver_tx_merged_final.txt	FP001RO			high dose			2	day	UO	33
FP001RO_A17_S10	liver left lateral lobe	FMA	14501	aliquoting	liquid nitrogen			store below -70 degree C			FP001RO_A17_S10_Q1	mRNA extraction	100	mg	UO	22		ml	UO	98	1633	94.9752	ug	UO	23	8.6			2.04			labeling	567402			5	ug	UO	23	1633-biotin-labeled	biotin	CHEBI	15956	1.98			hybridization	10	ug	UO	23	44404A			2007-02-18T00.00.00.0 UTC			4018113			960	min	UO	31	d22684bm	RAE230A	A-AFFY-25	scanning	3000			1			30			6311			2006-07-13T00.00.00.0 UTC	d22684bm_1	transcriptome/d22684bm.CEL	MAS5 normalization	MAS5_all	transcriptome/FP001RO_AllData_MAS5.abs	RMA normalization	RMA_Liver Left Lateral Lobe	transcriptome/FP001RO_Liver_RMA_DataMatrix.txt	ttest-anova	ANOVA_Liver Left Lateral Lobe	transcriptome/FP001RO_liver_tx_merged_final.txt	vehicle			no dose			4	day	UO	33
FP001RO_A19_S10	liver left lateral lobe	FMA	14501	aliquoting	liquid nitrogen			store below -70 degree C			FP001RO_A19_S10_Q1	mRNA extraction	100	mg	UO	22		ml	UO	98	1634	104.544	ug	UO	23	8.4			2.04			labeling	567402			5	ug	UO	23	1634-biotin-labeled	biotin	CHEBI	15956	1.97			hybridization	10	ug	UO	23	47452A			2007-02-18T00.00.00.0 UTC			4018113			960	min	UO	31	d22685-2bm	RAE230A	A-AFFY-25	scanning	3000			1			30			6423			2006-11-02T00.00.00.0 UTC	d22685-2bm_1	transcriptome/d22685-2bm.CEL	MAS5 normalization	MAS5_all	transcriptome/FP001RO_AllData_MAS5.abs	RMA normalization	RMA_Liver Left Lateral Lobe	transcriptome/FP001RO_Liver_RMA_DataMatrix.txt	ttest-anova	ANOVA_Liver Left Lateral Lobe	transcriptome/FP001RO_liver_tx_merged_final.txt	vehicle			no dose			4	day	UO	33
FP001RO_A21_S10	liver left lateral lobe	FMA	14501	aliquoting	liquid nitrogen			store below -70 degree C			FP001RO_A21_S10_Q1	mRNA extraction	100	mg	UO	22		ml	UO	98	1635	111.19	ug	UO	23	8.9			2.04			labeling	567402			5	ug	UO	23	1635-biotin-labeled	biotin	CHEBI	15956	1.95			hybridization	10	ug	UO	23	44404A			2007-02-18T00.00.00.0 UTC			4018113			960	min	UO	31	d22686bm	RAE230A	A-AFFY-25	scanning	3000			1			30			6303			2006-07-13T00.00.00.0 UTC	d22686bm_1	transcriptome/d22686bm.CEL	MAS5 normalization	MAS5_all	transcriptome/FP001RO_AllData_MAS5.abs	RMA normalization	RMA_Liver Left Lateral Lobe	transcriptome/FP001RO_Liver_RMA_DataMatrix.txt	ttest-anova	ANOVA_Liver Left Lateral Lobe	transcriptome/FP001RO_liver_tx_merged_final.txt	FP001RO			low dose			4	day	UO	33
FP001RO_A23_S10	liver left lateral lobe	FMA	14501	aliquoting	liquid nitrogen			store below -70 degree C			FP001RO_A23_S10_Q1	mRNA extraction	100	mg	UO	22		ml	UO	98	1636	157.6564	ug	UO	23	8.5			2.03			labeling	567402			5	ug	UO	23	1636-biotin-labeled	biotin	CHEBI	15956	1.99			hybridization	10	ug	UO	23	44404A			2007-02-18T00.00.00.0 UTC			4018113			960	min	UO	31	d22687bm	RAE230A	A-AFFY-25	scanning	3000			1			30			6276			2006-07-13T00.00.00.0 UTC	d22687bm_1	transcriptome/d22687bm.CEL	MAS5 normalization	MAS5_all	transcriptome/FP001RO_AllData_MAS5.abs	RMA normalization	RMA_Liver Left Lateral Lobe	transcriptome/FP001RO_Liver_RMA_DataMatrix.txt	ttest-anova	ANOVA_Liver Left Lateral Lobe	transcriptome/FP001RO_liver_tx_merged_final.txt	FP001RO			low dose			4	day	UO	33
FP001RO_A25_S10	liver left lateral lobe	FMA	14501	aliquoting	liquid nitrogen			store below -70 degree C			FP001RO_A25_S10_Q1	mRNA extraction	100	mg	UO	22		ml	UO	98	1637	99.252	ug	UO	23	8.5			2.05			labeling	567402			5	ug	UO	23	1637-biotin-labeled	biotin	CHEBI	15956	1.97			hybridization	10	ug	UO	23	44404A			2007-02-18T00.00.00.0 UTC			4018113			960	min	UO	31	d22688bm	RAE230A	A-AFFY-25	scanning	3000			1			30			6277			2006-07-13T00.00.00.0 UTC	d22688bm_1	transcriptome/d22688bm.CEL	MAS5 normalization	MAS5_all	transcriptome/FP001RO_AllData_MAS5.abs	RMA normalization	RMA_Liver Left Lateral Lobe	transcriptome/FP001RO_Liver_RMA_DataMatrix.txt	ttest-anova	ANOVA_Liver Left Lateral Lobe	transcriptome/FP001RO_liver_tx_merged_final.txt	FP001RO			low dose			4	day	UO	33
FP001RO_A27_S10	liver left lateral lobe	FMA	14501	aliquoting	liquid nitrogen			store below -70 degree C			FP001RO_A27_S10_Q1	mRNA extraction	100	mg	UO	22		ml	UO	98	1638	84.2976	ug	UO	23	8.6			2.05			labeling	567402			5	ug	UO	23	1638-biotin-labeled	biotin	CHEBI	15956	1.99			hybridization	10	ug	UO	23	44404A			2007-02-18T00.00.00.0 UTC			4018113			960	min	UO	31	d22689bm	RAE230A	A-AFFY-25	scanning	3000			1			30			6303			2006-07-13T00.00.00.0 UTC	d22689bm_1	transcriptome/d22689bm.CEL	MAS5 normalization	MAS5_all	transcriptome/FP001RO_AllData_MAS5.abs	RMA normalization	RMA_Liver Left Lateral Lobe	transcriptome/FP001RO_Liver_RMA_DataMatrix.txt	ttest-anova	ANOVA_Liver Left Lateral Lobe	transcriptome/FP001RO_liver_tx_merged_final.txt	FP001RO			high dose			4	day	UO	33
FP001RO_A29_S10	liver left lateral lobe	FMA	14501	aliquoting	liquid nitrogen			store below -70 degree C			FP001RO_A29_S10_Q1	mRNA extraction	100	mg	UO	22		ml	UO	98	1639	117.5562	ug	UO	23	8.6			2.05			labeling	567402			5	ug	UO	23	1639-biotin-labeled	biotin	CHEBI	15956	1.96			hybridization	10	ug	UO	23	44404A			2007-02-18T00.00.00.0 UTC			4018113			960	min	UO	31	d22690bm	RAE230A	A-AFFY-25	scanning	3000			1			30			6263			2006-07-13T00.00.00.0 UTC	d22690bm_1	transcriptome/d22690bm.CEL	MAS5 normalization	MAS5_all	transcriptome/FP001RO_AllData_MAS5.abs	RMA normalization	RMA_Liver Left Lateral Lobe	transcriptome/FP001RO_Liver_RMA_DataMatrix.txt	ttest-anova	ANOVA_Liver Left Lateral Lobe	transcriptome/FP001RO_liver_tx_merged_final.txt	FP001RO			high dose			4	day	UO	33
FP001RO_A31_S11	liver left lateral lobe	FMA	14501	aliquoting	liquid nitrogen			store below -70 degree C			FP001RO_A31_S11_Q1	mRNA extraction	100	mg	UO	22		ml	UO	98	1640	147.544	ug	UO	23	8.4			2.04			labeling	567402			5	ug	UO	23	1640-biotin-labeled	biotin	CHEBI	15956	2			hybridization	10	ug	UO	23	44404A			2007-02-18T00.00.00.0 UTC			4018113			960	min	UO	31	d22691bm	RAE230A	A-AFFY-25	scanning	3000			1			30			6250			2006-07-13T00.00.00.0 UTC	d22691bm_1	transcriptome/d22691bm.CEL	MAS5 normalization	MAS5_all	transcriptome/FP001RO_AllData_MAS5.abs	RMA normalization	RMA_Liver Left Lateral Lobe	transcriptome/FP001RO_Liver_RMA_DataMatrix.txt	ttest-anova	ANOVA_Liver Left Lateral Lobe	transcriptome/FP001RO_liver_tx_merged_final.txt	vehicle			no dose			15	day	UO	33
FP001RO_A33_S11	liver left lateral lobe	FMA	14501	aliquoting	liquid nitrogen			store below -70 degree C			FP001RO_A33_S11_Q1	mRNA extraction	100	mg	UO	22		ml	UO	98	1641	103.383	ug	UO	23	9			2.03			labeling	567402			5	ug	UO	23	1641-biotin-labeled	biotin	CHEBI	15956	1.96			hybridization	10	ug	UO	23	44404A			2007-02-18T00.00.00.0 UTC			4018113			960	min	UO	31	d22692bm	RAE230A	A-AFFY-25	scanning	3000			1			30			6325			2006-07-13T00.00.00.0 UTC	d22692bm_1	transcriptome/d22692bm.CEL	MAS5 normalization	MAS5_all	transcriptome/FP001RO_AllData_MAS5.abs	RMA normalization	RMA_Liver Left Lateral Lobe	transcriptome/FP001RO_Liver_RMA_DataMatrix.txt	ttest-anova	ANOVA_Liver Left Lateral Lobe	transcriptome/FP001RO_liver_tx_merged_final.txt	vehicle			no dose			15	day	UO	33
FP001RO_A35_S11	liver left lateral lobe	FMA	14501	aliquoting	liquid nitrogen			store below -70 degree C			FP001RO_A35_S11_Q1	mRNA extraction	100	mg	UO	22		ml	UO	98	1642	112.114	ug	UO	23	8.3			2.03			labeling	567402			5	ug	UO	23	1642-biotin-labeled	biotin	CHEBI	15956	1.99			hybridization	10	ug	UO	23	44404A			2007-02-18T00.00.00.0 UTC			4018113			960	min	UO	31	d22693bm	RAE230A	A-AFFY-25	scanning	3000			1			30			6344			2006-07-13T00.00.00.0 UTC	d22693bm_1	transcriptome/d22693bm.CEL	MAS5 normalization	MAS5_all	transcriptome/FP001RO_AllData_MAS5.abs	RMA normalization	RMA_Liver Left Lateral Lobe	transcriptome/FP001RO_Liver_RMA_DataMatrix.txt	ttest-anova	ANOVA_Liver Left Lateral Lobe	transcriptome/FP001RO_liver_tx_merged_final.txt	vehicle			no dose			15	day	UO	33
FP001RO_A37_S11	liver left lateral lobe	FMA	14501	aliquoting	liquid nitrogen			store below -70 degree C			FP001RO_A37_S11_Q1	mRNA extraction	100	mg	UO	22		ml	UO	98	1643	117.0522	ug	UO	23	8.4			2.04			labeling	567402			5	ug	UO	23	1643-biotin-labeled	biotin	CHEBI	15956	1.98			hybridization	10	ug	UO	23	44404A			2007-02-18T00.00.00.0 UTC			4018113			960	min	UO	31	d22694bm	RAE230A	A-AFFY-25	scanning	3000			1			30			6293			2006-07-13T00.00.00.0 UTC	d22694bm_1	transcriptome/d22694bm.CEL	MAS5 normalization	MAS5_all	transcriptome/FP001RO_AllData_MAS5.abs	RMA normalization	RMA_Liver Left Lateral Lobe	transcriptome/FP001RO_Liver_RMA_DataMatrix.txt	ttest-anova	ANOVA_Liver Left Lateral Lobe	transcriptome/FP001RO_liver_tx_merged_final.txt	FP001RO			low dose			15	day	UO	33
FP001RO_A39_S11	liver left lateral lobe	FMA	14501	aliquoting	liquid nitrogen			store below -70 degree C			FP001RO_A39_S11_Q1	mRNA extraction	100	mg	UO	22		ml	UO	98	1644	84.1984	ug	UO	23	8.7			2.03			labeling	567402			5	ug	UO	23	1644-biotin-labeled	biotin	CHEBI	15956	2			hybridization	10	ug	UO	23	44404A			2007-02-18T00.00.00.0 UTC			4018113			960	min	UO	31	d22695bm	RAE230A	A-AFFY-25	scanning	3000			1			30			6327			2006-07-13T00.00.00.0 UTC	d22695bm_1	transcriptome/d22695bm.CEL	MAS5 normalization	MAS5_all	transcriptome/FP001RO_AllData_MAS5.abs	RMA normalization	RMA_Liver Left Lateral Lobe	transcriptome/FP001RO_Liver_RMA_DataMatrix.txt	ttest-anova	ANOVA_Liver Left Lateral Lobe	transcriptome/FP001RO_liver_tx_merged_final.txt	FP001RO			low dose			15	day	UO	33
FP001RO_A41_S11	liver left lateral lobe	FMA	14501	aliquoting	liquid nitrogen			store below -70 degree C			FP001RO_A41_S11_Q1	mRNA extraction	100	mg	UO	22		ml	UO	98	1645	85.9632	ug	UO	23	8.4			2.05			labeling	567402			5	ug	UO	23	1645-biotin-labeled	biotin	CHEBI	15956	1.97			hybridization	10	ug	UO	23	44404A			2007-02-18T00.00.00.0 UTC			4018113			960	min	UO	31	d22696bm	RAE230A	A-AFFY-25	scanning	3000			1			30			6360			2006-07-13T00.00.00.0 UTC	d22696bm_1	transcriptome/d22696bm.CEL	MAS5 normalization	MAS5_all	transcriptome/FP001RO_AllData_MAS5.abs	RMA normalization	RMA_Liver Left Lateral Lobe	transcriptome/FP001RO_Liver_RMA_DataMatrix.txt	ttest-anova	ANOVA_Liver Left Lateral Lobe	transcriptome/FP001RO_liver_tx_merged_final.txt	FP001RO			high dose			15	day	UO	33
FP001RO_A43_S11	liver left lateral lobe	FMA	14501	aliquoting	liquid nitrogen			store below -70 degree C			FP001RO_A43_S11_Q1	mRNA extraction	100	mg	UO	22		ml	UO	98	1646	86.6224	ug	UO	23	8.4			2.04			labeling	567402			5	ug	UO	23	1646-biotin-labeled	biotin	CHEBI	15956	1.96			hybridization	10	ug	UO	23	44404A			2007-02-18T00.00.00.0 UTC			4018113			960	min	UO	31	d22697bm	RAE230A	A-AFFY-25	scanning	3000			1			30			6309			2006-07-13T00.00.00.0 UTC	d22697bm_1	transcriptome/d22697bm.CEL	MAS5 normalization	MAS5_all	transcriptome/FP001RO_AllData_MAS5.abs	RMA normalization	RMA_Liver Left Lateral Lobe	transcriptome/FP001RO_Liver_RMA_DataMatrix.txt	ttest-anova	ANOVA_Liver Left Lateral Lobe	transcriptome/FP001RO_liver_tx_merged_final.txt	FP001RO			high dose			15	day	UO	33
FP001RO_A45_S11	liver left lateral lobe	FMA	14501	aliquoting	liquid nitrogen			store below -70 degree C			FP001RO_A45_S11_Q1	mRNA extraction	100	mg	UO	22		ml	UO	98	1647	88.2558	ug	UO	23	8.6			2.04			labeling	567402			5	ug	UO	23	1647-biotin-labeled	biotin	CHEBI	15956	1.94			hybridization	10	ug	UO	23	44404A			2007-02-18T00.00.00.0 UTC			4018113			960	min	UO	31	d22698bm	RAE230A	A-AFFY-25	scanning	3000			1			30			6346			2006-07-13T00.00.00.0 UTC	d22698bm_1	transcriptome/d22698bm.CEL	MAS5 normalization	MAS5_all	transcriptome/FP001RO_AllData_MAS5.abs	RMA normalization	RMA_Liver Left Lateral Lobe	transcriptome/FP001RO_Liver_RMA_DataMatrix.txt	ttest-anova	ANOVA_Liver Left Lateral Lobe	transcriptome/FP001RO_liver_tx_merged_final.txt	FP001RO			high dose			15	day	UO	33
FP001RO_A2_S9	liver left lateral lobe	FMA	14501	aliquoting	liquid nitrogen			store below -70 degree C			FP001RO_A2_S9_Q1	mRNA extraction	100	mg	UO	22		ml	UO	98	1648	174.01545	ug	UO	23	9.4			2.04			labeling	567402			5	ug	UO	23	1648-biotin-labeled	biotin	CHEBI	15956	1.98			hybridization	10	ug	UO	23	44404A			2007-02-18T00.00.00.0 UTC			4018113			960	min	UO	31	d22699bm	RAE230A	A-AFFY-25	scanning	3000			1			30			6333			2006-07-13T00.00.00.0 UTC	d22699bm_1	transcriptome/d22699bm.CEL	MAS5 normalization	MAS5_all	transcriptome/FP001RO_AllData_MAS5.abs	RMA normalization	RMA_Liver Left Lateral Lobe	transcriptome/FP001RO_Liver_RMA_DataMatrix.txt	ttest-anova	ANOVA_Liver Left Lateral Lobe	transcriptome/FP001RO_liver_tx_merged_final.txt	vehicle			no dose			2	day	UO	33
